관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명,
감천문화마을,관광지,부산광역시 사하구 감내2로 203(감천동),부산광역시 사하구 감천동 1-14번지,35.09748815,129.0106077,0,화장실,방가방가게스트하우스 등,,"도자기, 목공예등 각종 체험프로그램 운영",감천문화마을 안내센터,,1900-01-01,0,0,한국전쟁 당시 피난민들이 모여산 계단식 마을로 다양한 예술작품 감상 가능,051-220-5922,부산광역시 사하구,2020-01-21,3340000,부산광역시 사하구,
장림포구,관광지,부산광역시 사하구 장림로 93번길 72(장림동),부산광역시 사하구 장림동 1092번지,35.0792974,128.9513486,0,화장실,,놀이촌,문화촌,맛술촌,해양보호구역 홍보관,1900-01-01,0,0,"배가 드나드는 강의 어귀로 조선시대 군사요충지였으며, ''''부네치아''''라 불림",051-220-4502,부산광역시 사하구,2020-01-21,3340000,부산광역시 사하구,
당항포관광지,관광지,경상남도 고성군 회화면 당항만로 1116,경상남도 고성군 회화면 봉동리 950-1,35.0552275,128.3973788,551902,관리사무소+매표소(게이트)+화장실+샤워장+취사장+주차장+오수처리장,"펜션, 카라반, 오토캠핑장","미끄럼틀, 야외풀장, 모험놀이장, 족구장 2면, 야외 대공연장, 소공연장","오토캠핑장, 가족과 함께하는 요트체험",공룡맛집,돔형펜션,1984-06-21,10000,1572,"당항포관광지는 임지왜란 당시 충무공 이순신 장군의 대첩지로서 당항포해전관을 비롯한 자연사관, 자연예술원, 가족놀이시설 및 오토캠핑장, 펜션 등을 골고루 갖춘 다목적 관광지",055-670-4501,경상남도 고성군청,2019-09-06,5420000,경상남도 고성군,
고래불관광지,관광지,경상북도 영덕군 병곡면 병곡리 72-8,경상북도 영덕군 병곡면 병곡리 72-8,36.600476,129.410658,880400,관리사무소(2동)+주차장+화장실(6동)+샤워장(5동)+하계휴양소+취사동(4동),,비치발리볼경기장+자전거대여점+풋살구장+체력단련시설,야영장+연수원,상가(2동),,1988-03-28,17100,1000,명사20리''라고 불리는 8km에 이르는 넓고 긴 양질의 백사장과 빼어난 해송림 등 우수한 자연자원을 보유한 관광지,054-730-6513,경상북도 영덕군청,2019-09-19,5180000,경상북도 영덕군,
장사해수욕장관광지,관광지,경상북도 영덕군 남정면 동해대로 3592,경상북도 영덕군 남정면 장사리 74-1,36.2824180924,129.375592938,104219,관리사무소+주차장+화장실(3동)+샤워장(2동)+광장,방갈로(20동),미니축구장,전승기념마당,상가(2동),,1981-12-31,2500,297,해수욕장의 청정 자연자원과 장사상륙작전이라는 역사적 사건을 보존한 관광지,054-730-6513,경상북도 영덕군청,2019-09-19,5180000,경상북도 영덕군,
성류굴 관광지,관광지,경상북도 울진군 근남면 성류굴로 202,경상북도 울진군 근남면 노음리 850-12,36.95884869,129.3794417,56000,"도로,주차장,광장,화장실,오수처리장",펜션하우스,-,"동굴생태전시관,야외공연장",-,-,1981-01-18,3300,91,성류굴 주변 관광지,054-789-5861,경북 울진군청,2019-09-25,5250000,경상북도 울진군,
백암온천 관광지,관광지,,경상북도 울진군 온정면 소태리 1453,36.72110242,129.3437973,357132,"도로,주차장,정류장,공원,녹지,소하천,온천공,소방시설,국유림관리소,배수지","호텔,콘도미니엄,국민호텔,교육원,여관,펜션","다목적운동장,축구장,잔디썰매장,체력단련장,극기체험장,족구장,서바이벌게임장","회의장,전망대,조경휴게소,자연학습장",-,-,1987-12-31,15310,501,백암산 온천수를 이용한 온천관광지,054-789-5861,경북 울진군청,2019-09-25,5250000,경상북도 울진군,
금마관광지,관광지,전라북도 익산시 금마면 고도9길 41-14,전라북도 익산시 금마면 동고도리 534-3,36.0015063,127.0570781,208700,광장+안내시설+화장실+주차장+만남의장,황토숙박,놀이시설+전통 놀이마당,공연장+조경휴게소+공원+교양관+유적전시시설+꽃동산+마재배지+실개천+잔디광장+서동선화이야기동산+주말농장+농경체험장+상가,,,1990-12-03,1000,451,익산 서동공원 일원,063-0859-5827,익산시청,2019-08-09,4680000,전라북도 익산시,
미륵사지관광지,관광지,전라북도 익산시 금마면 미륵사지로 362,전라북도 익산시 금마면 기양리 104-1,36.0108304,127.0282197,108743,주차장+광장+안내소+화장실,,,전통음식점+기념품점,,,2006-02-22,2000,150,미륵사지 절터 및 전시실,063-0859-5827,익산시청,2019-08-09,4680000,전라북도 익산시,
왕궁보석테마 관광지,관광지,전라북도 익산시 왕궁면 호반로 8,전라북도 익산시 왕궁면 동용리 541-1,35.9903918,127.1014677,160460,주차장+광장+관광안내시설,,놀이터,보석박물관+화석전시관+공룡테마공원+피크닉장+기타+전시판매센터+식당+판매시설,,,2001-07-05,3000,236,익산 보석박물관,063-0859-5827,익산시청,2019-08-09,4680000,전라북도 익산시,
웅포관광지,관광지,전라북도 익산시 웅포면 강변로 25,전라북도 익산시 웅포면 웅포리 727,36.06621579,126.876232,2576294,주차장+화장실+샤워장+취사장및음수대,,"골프장,운동장,썰매장",문화체육센터+캠핑장+청소년수련시설+야영장+자연학습장+골프연습장+상가,,,2003-02-18,500,100,웅포 곰개나루 및 캠핑장,063-0859-5827,익산시청,2019-08-09,4680000,전라북도 익산시,
순천만국가정원,관광지,전라남도 순천시 국가정원1호길 47,전라남도 순천시 오천동 600,34.92888588,127.4999591,926992,"ATM, 의료센터, 체험학습센터, 공중전화, 물품대여소, 물품보관소, 분실물보관소, 종합안내소, 매표소, 수유실, 어린이보호소, 노약자/장애인 보호소, 대형버스기사쉼터",해당없음,"관람차,스카이큐브,야생동물원,세계의상체험장,수상자전거체험,이미지유화체험","갯벌공연장,갯지렁이갤러리,갯지렁이도서관,한방체험센터","매점,식당,카페,기념품점","소회의실,컨퍼런스홀,입체영상관,",2015-09-05,130000,3530,대한민국 생태도시 순천은 세계 5대 연안습지인 순천만습지의항구적인 보전을 위해 정원을 조성하고 2013순천만국제정원박람회를 개최하였다. 그 이후 제1호 국가정원으로 지정됨으로써 순천만국가정원은 대한민국 정원문화산업의 메카로 자리매김하게 되었다.,061-749-2910,순천시청 국가정원운영과,2019-08-28,4820000,전라남도 순천시,
순천만습지,관광지,전라남도 순천시 순천만길 513-25(대대동),전라남도 순천시 대대동 162-2,34.885971,127.5090298,3015859,"순천만쉼터, 공예·특산품관, 안내소,유모차대여,양산대여",,"용산전망대,순천만갈대밭","순천문학관,체험선,순천만역사관,자연생태관",,,2008-06-16,1000,600,"75㎢가 넘는 해수역, 22.6㎢의 갯벌면적, 5.4㎢에 달하는 거대한 갈대군락과 겨울이면 흑두루미, 재두루미, 노랑부리저어새, 큰고니, 검은머리물떼새 등 순천만에서 발견되는 철새는 총 230여종으로 우리나라 전체 조류의 절반가량이나 되며 2003년 습지 보호지역, 2006년 람사르협약 등록, 2008년 국가지정문화재 명승 제41호로 지정된 순천만은 농게, 칠게, 짱뚱어 등과 같은 갯벌 생물들이 한데 어우러져 살아가고 있음.",061-749-6052,순천시청 순천만보전과,2019-08-28,4820000,전라남도 순천시,
낙안읍성,관광지,전라남도 순천시 낙안면 충민길 30(동내리),전라남도 순천시 동내리 437-1,34.9062615,127.3418512,223108,"주차장, 화장실, 음수대, 매표소, 관광안내소, 전시가옥, 체험장, 자료관, 교통통제소",개인 민박(36개소),,,"식당(난전1~4호점), 매점",,1983-06-14,30000,565,"조선시대 상징적 계획도시인 읍성으로 주민이 실재 거주하는 대한민국 대표 민속마을-사적 제302호(1983.6.14.), 세계문화유산 잠정목록에 등재(2011.3.29.)",061-749-8840,순천시청 낙안읍성,2019-08-28,4820000,전라남도 순천시,
드라마촬영장,관광지,전라남도 순천시 비례골길 24(조례동),전라남도 순천시 조례동 22,34.9570037,127.5375471,40463,"화장실,수유실",해당없음,"추억음악실,청춘사진관,뽑기방,오락실","순양극장,언약의집","매점,장터",해당없음,2006-11-02,10000,170,2006년 개장한 순천드라마촬영장은 1960~80년대 시대별 3개 마을(185여채)이 조성되어 있으며 7080 복고 체험 프로그램을 구성하여 관광객이 지속적으로 증가하고 있는 추세임,061-749-4540,순천시청 관광진흥과,2019-08-28,4820000,전라남도 순천시,
뿌리깊은나무박물관,관광지,전라남도 순천시 낙안면 평촌3길 45,전라남도 순천시 낙안면 남내리 219,34.9036464,127.3398555,1736,"박물관 쉼터, 물품보관소, 매표소, 안내데스크",해당없음,해당없음,해당없음,해당없음,해당없음,2011-11-21,300,40,"2011년에 개관한 뿌리깊은나무박물관은 잡지뿌리깊은나무 창간자 故한창기 선생이 생전에 모은 6,500여점의 유물이 전시·보존 되어 있는곳입니다.",061-749-6799,순천시청 문화예술과,2019-08-28,4820000,전라남도 순천시,
송광사,관광지,전라남도 순천시 송광면 송광사안길 100,전라남도 순천시 송광면 신평리 12,35.0032944,127.2753863,44297,쉼터,,,,,,2009-12-21,200,300,유구한 역사를 품은 힐링 사찰,061-755-0107,순천시청 송광면,2019-08-28,4820000,전라남도 순천시,
선암사,관광지,전라남도 순천시 승주읍 선암사길 450,전라남도 순천시 승주읍 죽학리 802,34.9967199,127.3305972,10000,"화장실, 매표소, 주차장, 종무소(안내소), 기념품판매소(선각당, 금강서적)","심검당, 창파당, 설선당, 해천당",해당없음,"불교대학, 템플스테이","공양간, 선각당(찻집)",없음,1760-01-01,2000,330,선암사는 호남의 명산 조계산(884M)에 자리잡은 한국적인 절의 옛 모습을  가장 잘 보존한 천년의 고찰로 2018년 유네스코 세계문화유산에 등재된 국내의 명찰 가운데 하나,061-749-8006,순천시청 승주읍,2019-08-28,4820000,전라남도 순천시,
에코촌유스호스텔,관광지,전라남도 순천시 해룡면 대안마산길 180,전라남도 순천시 해룡면 대안리 1055-9,34.9218484,127.5180438,1866,화장실,숙박시설 20개,씨름장,,,"에코관, 생태관, 식당, 자가취사장",2013-04-17,150,45,"세계5대 연안습지 순천만, 2013년 440만이 감동한 순천마 정원의 인근에 자리잡은 전국 최초 전통 한옥형 유스호스텔.",061-749-4816,순천시청 관광진흥과,2019-08-28,4820000,전라남도 순천시,
순천자연휴양림,관광지,전라남도 순천시 서면 청소년수련원길 170,전라남도 순천시 서면 운평리 산160,35.0462597,127.4772736,900000,"화장실, 취사장, 샤워장","객실 29실, 캐빈하우스 6동, 야영장 19면",,"숲속치유의집, 유아숲체험원",,관리사무소,2011-04-09,257,80,2011년 개장한 순천자연휴양림은 피톤치드가 풍부한 침엽수림으로 산책로가 길지않고 대부분이 평지여서 남녀노소 누구나 힐링할수 있는곳임,061-749-8948,순천시청 산림소득과,2019-08-28,4820000,전라남도 순천시,
기독교역사박물관,관광지,전라남도 순천시 매산길 61(매곡동),전라남도 순천시 매곡동 179-10,34.9602917,127.4801207,1447,"작은 도서관, 안내데스크",해당없음,해당없음,해당없음,해당없음,해당없음,2012-11-20,100,4,호남기독교 100년의 역사를 품은 순천시 기독교역사박물관은 한국 기독교 선교의 역사를 다양한 유물과 영상을 통해 알기 쉽게 전달하는 공립박물관입니다.,061-749-8858,순천시청 문화예술과,2019-08-28,4820000,전라남도 순천시,
승주골프장,관광지,전라남도 순천시 상사면 오곡리 산177,전라남도 순천시 상사면 오곡리 산177,34.9017182,127.4485632,630000,주차장,,,,,,2017-05-01,500,400,"?63만평의 순천만과 다도해가 내려다 보이는 광활한 대지 위에 자연 그대로 어우러져 동, 남, 중 3개 코스로 펼쳐진?전장 9,682m의 27홀?회원제 골프장입니다.?",061-740-8181,순천시청 승주읍,2019-08-28,4820000,전라남도 순천시,
파인힐스골프장,관광지,전라남도 순천시 주암면 송광사길 99,전라남도 순천시 주암면 문길리 산20-2,35.0394425,127.2705057,1023000,"클럽하우스, 락카룸, 사우나",골프텔(36객실),27홀,,"레스토랑, 그늘집, 프로샵",,2004-11-24,480,300,산림의 짙은 솔 내음의 대자연의 청취속에서 어우러진 다이나믹하고 드라마틱한 27홀코스,061-750-9000,순천시청 주암면,2019-08-28,4820000,전라남도 순천시,
레이크힐스골프장,관광지,전라남도 순천시 주암면 행정리 1길 77,전라남도 순천시 주암면 행정리 1,35.0463707,127.3047164,1120000,"클럽하우스, 락카룸, 사우나",골프텔,36홀,,"레스토랑, 프로샵",,2008-03-13,656,400,남도의 따뜻한 기후 아래 사계절 내내 푸른 양잔디에서 라운딩이 가능한 꿈의 필드,061-729-8888,순천시청 주암면,2019-08-28,4820000,전라남도 순천시,
순천컨트리클럽,관광지,전라남도 순천시 별량면 동화사길 85,전라남도 순천시 별량면 죽산리 447,34.8667162,127.4059214,1620000,골프장,,,,"매점,식당",,2007-03-12,160,150,"골프를 즐기면서 순천만과 여수, 고흥 앞바다를 한눈에 내려다볼 수 있는 자연 경관이 아름다운 남도 최고의 힐링골프장이다.",061-720-0000,순천시청 별량면,2019-08-28,4820000,전라남도 순천시,
부영컨트리클럽,관광지,전라남도 순천시 해룡면 신대로 188,전라남도 순천시 해룡면 신대리 1043,34.939951,127.5553787,842238,ATM,호텔,골프연습장,x,호텔 76객실,,2012-10-03,160,150,자연 친화형 설계로 도심과 가까운 곳에 위치하여 언제든지 부담없이 즐길수 있는 18홀 코스 컨트리클럽,061-816-5533,순천시청 해룡면,2019-08-28,4820000,전라남도 순천시,
그림책도서관,관광지,전라남도 순천시 도서관길 33(동외동),전라남도 순천시 동외동 176,34.9579091,127.4862543,2205,"화장실, 수유실",,,인형극장,카페테리아,,2017-01-01,200,20,그림책원화전시 및 인형극등 체험,061-749-8926,순천시청 도서관운영과,2019-08-28,4820000,전라남도 순천시,
순천시청소년수련원,관광지,전라남도 순천시 서면 청소년수련원길 167,전라남도 순천시 서면 운평리 774-1,35.0458699,127.4732358,559000,화장실,,,,,,1993-10-22,7500,100,물과 숲 그리고 자연과 사람이 어우러지는 청소년 수련원,061-749-6771,순천시청 평생학습과,2019-08-28,4820000,전라남도 순천시,
순천용오름마을,관광지,전라남도 순천시 주암면 운룡2길 17,전라남도 순천시 주암면 운룡리 798-1,35.0921171,127.202188,98300,"화장실, 테마체험관,",숙박시설 5개,,용오름계곡,"매점, 용오름장터",,2011-03-01,100,50,"한봉채취, 천연 밀랍초 만들기, 한봉 분양받기, 꿀벌 관찰 등 다양하고 흥미로운 체험을 할 수 있는 농촌전통테마마을",061-749-8024,순천시청 주암면,2019-08-28,4820000,전라남도 순천시,
순천향매실마을,관광지,전라남도 순천시 월등면 계월리 순천향매실마을,전라남도 순천시 월등면 계월리 일원,35.0655382,127.4069955,925619,"체험관 1, 숙박동 1, 휴게시설 1, 화장실 1",숙박시설 1동,해당없음,해당없음,휴게시설,해당없음,2008-02-28,140,42,"50여년전 마을에 매화를 심은것을 시작으로 그 규모가 마을 단위로는 전국 최대 규모이며, 매년 4월이면 마을에는 매화꽃이 피기 시작하여 매화향기와 눈가루를 뿌려놓은듯한 풍경이 아름다운 마을입니다. 군장마을로 넘어가는 고개길에는 장군이 용마를 타고 하늘로 도약하면서 남겼다는 용발태족(용발자국)이 선명하게 남아있으며, 중촌마을에는 당산나무인 수령 500년생 느티나무 두 그루가 마을 입구에 서있어 마을의 오랜역사를 말해준다. 이문마을에는 이택종 선생이 일본에서 가져와 최초로 심은 매화나무로, 향매실마을에서 가장 오래된 매화나무가 자라고 있다.",061-754-2337,순천시청 월등면,2019-08-28,4820000,전라남도 순천시,
순천생태마을,관광지,전라남도 순천시 승주읍 고산도목길 9,전라남도 순천시 승주읍 도정리 1642-1,35.0665271,127.3603168,200,"화장실, 안내소, 생태체험관, 주차장",생태체험관,없음,생태체험관,없음,없음,2006-04-09,600,6,산간마을의 오염되지 않은 환경 속에 도심에서는 볼 수 없는 생명들이 함께하는 곳으로 계곡과 습지가 잘 보존되어 있어 생태교육장으로 안성맞춤,061-749-8006,순천시청 승주읍,2019-08-28,4820000,전라남도 순천시,
거차뻘배체험마을,관광지,전라남도 순천시 별량면 거차길 130,전라남도 순천시 별량면 마산리 566-1,34.8375993,127.4475425,495868,"화장실, 샤워장, 뻘배체험장",민박3개,-,캠핑장,,매점,2013-04-20,300,50,"거차뻘배 체험장은 2헥타르(ha)의 넓은 공유수면에서 뻘배타기,  꼬막캐기, 칠게잡기, 짱뚱어잡기, 갯벌미끄럼틀타기 등 다양한 갯벌생태체험을 할 수 있는 곳이다.",061-742-8837,순천시청 별량면,2019-08-28,4820000,전라남도 순천시,
낙안민속자연휴양림,관광지,전라남도 순천시 낙안면 민속마을길 1600,전라남도 순천시 낙안면 남내리 219,34.9133407,127.3534562,2860000,"화장실, 취사장, 샤워장, 민속놀이체험장, 숲체험교실","객실 15개, 야영장 17개",,,,,2004-02-09,300,50,"낙안읍성과 주변 경관이 수려해 휴식 공간으로는 최적지일 뿐만 아니라 인근에 송광사, 선암사 같은 전통 고찰과 서산의 저녁 노을을 함께 즐길 수 있는 주암호, 상사호가 있으며, 순천만의 갈대와 해변, 순천만 국가정원, 드라마세트장, 고인돌 공원 그리고 낙안읍성 민속마을의 각종 문화 축제를 즐길 수 있는 관광 명소들이 많아 사계절 이용이 가능",061-754-4400,순천시청 낙안면,2019-08-28,4820000,전라남도 순천시,
두타연,관광지,,강원도 양구군 방산면 고방산리 1024,38.272446,127.995484,30,"화장실, 주차장",,,,,,1996-05-07,1000,50,"금강산에서 발원한 물줄기가 골짜기를 만나 아담한 폭포를 이루고, 그 아래 만들어진 너른 소를 일컫는다.",033-480-2278,강원도 양구군청,2019-06-12,4320000,강원도 양구군,
한반도섬,관광지,,강원도 양구군 양구읍 고대리 649-2,38.130582,127.982972,4500,"화장실, 주차장",,"파로호뱃길나루터: 카누, 카약, 수상자전거, 마이보트 이용가능",,,,2009-07-09,5000,100,한반도지형을 그대로 축소한 섬,033-480-2237,강원도 양구군청,2019-06-12,4320000,강원도 양구군,
을지전망대,관광지,강원도 양구군 해안면 전망대로 540,강원도 양구군 해안면 후리 621,38.3247911,128.1355517642,324,"화장실, 주차장",,,,,,1988-12-10,200,20,"해발 1,049m DMZ 철책위에서 남북한의 대치상황을 한눈에 볼 수 있다",033-480-2674,강원도 양구군청,2019-06-12,4320000,강원도 양구군,
제4땅굴,관광지,강원도 양구군 해안면 땅굴로 454,강원도 양구군 해안면 이현리 743,38.3196354237,128.1107276057,1652,"화장실, 주차장",,,안보전시관,,,1996-08-01,200,40,"1990년 2월3일 발견,  군사 분계선에서 1,028m 떨어진 곳에 위치",033-480-2674,강원도 양구군청,2019-06-12,4320000,강원도 양구군,
국토정중앙천문대,관광지,강원도 양구군 남면 국토정중앙로 127,강원도 양구군 남면 도촌리 96-5,38.0689400086,128.0296779964,1166,"화장실, 주차장",,,"휴게실, 전시실, 천체투영실, 영상관",,,2007-05-31,50,55,우리나라의 중심에서 하늘을 바라보기 위해국토정중앙점 부근에 건설되어 2007년 5월 31일 개관,033-480-2586,강원도 양구군청,2019-06-12,4320000,강원도 양구군,
"양구자연생태공원(생태식물원,DMZ야상화분재원,DMZ야생동물생태관)",관광지,강원도 양구군 동면 숨골로 310번길 169,강원도 양구군 동면 원당리 180,38.191978,128.0769702285,227764,"화장실, 주차장",,,,,,2004-04-19,5000,50,자연생태의 모든 것을 오감으로 느끼고 체험할 수 있는 곳,033-480-2529,강원도 양구군청,2019-06-12,4320000,강원도 양구군,
소요산관광지,관광지,경기도 동두천시 평화로2910번길 145,경기도 동두천시 상봉암동 산 1-1,37.94652177,127.0693409,2472000,관리사무소+주차장+화장실,,,자유수호평화박물관+경기북부어린이박물관,야외음악당,,1977-03-31,100000,500,가을 단풍이 아름다워 예부터 경기의 소금강이라 일컬어졌으며 자재암 원효폭포 등의 관광명소가 소재하고 있다,031-860-2065,동두천시청 문화체육과,2019-08-31,3920000,경기도 동두천시,
송도해상케이블카,관광지,부산광역시 서구 송도해변로 171,부산광역시 서구 암남동 124-1,35.0767930535,129.023197398,11369,"화장실, 주차장",,케이블카 캐빈 39기,"레스토랑, 전망대 등","송도해상케이블카 안내데스크(상,하부 2곳)",,2017-06-20,0,892,"부산 송도해수욕장 동쪽 송림공원에서 서쪽 암남공원까지 1.62㎞ 구간을 바닥이 투명한 크리스탈 캐빈을 포함한 8인승 캐빈 39기가 운행합니다. 특히 최대 86m 높이에서 바다 위를 가로질러 운행함으로서 탑승객들은 바다 한가운데에서 짜릿함을 느끼는 것은 물론 암남공원, 남항, 영도에 이르기까지 사방으로 펼쳐진 빼어난 풍광을 즐길 수 있습니다.",051-240-4701,부산광역시 서구,2019-09-17,3260000,부산광역시 서구,
송도해수욕장,관광지,부산광역시 서구 송도해변로 100,부산광역시 서구 암남동 135-5,35.0768211701,129.018050222,199392,화장실,,"송도구름산책로, 해상다이빙대, 해양레포츠센터, 바닥분수대 등","탈의실, 샤워장, 분수대, 파고라, 테마거리 등",임해행정봉사실,,1913-07-01,0,1047,"우리나라 제1호 해수욕장. 동양의 나폴리로 불리며 60,80년대 송도의 추억으로 잘 알려진 송도해수욕장이 아름다운 해안선을 자랑하며 사계절 즐길 수 있는 해변공원으로 새롭게 태어났다.",051-240-4127,부산광역시 서구,2019-09-17,3260000,부산광역시 서구,
암남공원,관광지,부산광역시 서구 암남공원로 185,부산광역시 서구 암남동 산 193번지 일원,35.0616573970,129.0149367910,553277,화장실,,"낚시터, 레포츠 시설 등","음수대, 조각작품 등",관리사무소,,2004-04-01,0,341,"암남공원(岩南公園)은 부산시 서구 진정산 일대에 조성된 자연생태공원이다. 이곳에는 약 1억 년 전 형성된 퇴적암, 100여 종의 야생화와 370여 종의 식물 등 도심에서 보기 드문 자연생태가 군락을 이루고 있다. 산책로 1.9㎞, 해안 산책로 1.2㎞를 포함한 총면적이 55만 3,277㎡로, 아름다운 해안 경치와 울창한 산림이 조화를 이룬 천혜의 자연경관을 자랑한다.",051-240-4538,부산광역시 서구,2019-09-17,3260000,부산광역시 서구,
구덕문화공원,관광지,부산광역시 서구 꽃마을로 163번길 73,부산광역시 서구 서대신동3가 산18-15번지,35.1264136884,129.00574203,20000,화장실,,,"교육역사관, 민속생활관, 목석원예관, 인공폭포, 팬백숲 명상의 길, 다목적관",,,2004-11-05,0,16,"구덕산 자락 숲속에 자리한 교육역사관은 약 277㎡의 단층 목조 건물로, 아늑한 실내 전시부스에는 각 종 교육사료 640여점이 전시되어 있다.",051-240-3521,부산광역시 서구,2019-09-17,3260000,부산광역시 서구,
송도해안산책로,관광지,부산광역시 서구 암남공원로 185,부산광역시 서구 암남동,35.0616573970,129.0149367910,0,N,,,전망대 등,,,2006-04-01,0,0,"송도해수욕장과 암남공원을 연결하는 길이 800m, 폭 1m의 송도해안산책로는 편도로 20분 정도 소요된다. 산책로를 걸으며 수많은 배들이 닻을 내린 아름다운 송도 연안과 1억 년 전 퇴적암으로 형성된 암남공원의 절경을 함께 감상할 수 있어 좋다.",051-240-4532,부산광역시 서구,2019-09-17,3260000,부산광역시 서구,
대신공원,관광지,부산광역시 서구 대신공원로 37-18,부산광역시 서구 서대신동 3가 산2-3,35.121591,129.016178454,2283033,화장실,,"운동시설, 궁도장 등","저수지, 약수터, 산책로, 시비, 조각품, 민속석조물 등",관리사무소,,1968-02-21,0,110,"1968년 2월 21일 대신공원이란 이름으로 일반인이 즐기는 중앙 근린공원 으로 지정되었다. (건설부고시 제360호) 1900년 구덕산과 엄광산의 계곡에 2곳의 수원지를 축조하면서 삼나무, 편백, 벚꽃나무 등의 수목을 심고 주위를 정비한 후 수원지의 수원보호를 위해 일반인의 출입을 금지하였다. 1944년에는 수원지 일대를 자연공원 으로 고시하였는데 역시 일반인의 출입을 통제하였다.",051-860-7800,부산시설공단 중앙공원사업소,2019-09-17,3260000,부산광역시 서구,
부산공동어시장,관광지,부산광역시 서구 충무대로 202,부산광역시 서구 남부민동 691-3,35.0899009139,129.026367451,65287,화장실,,,,사무실,,1963-11-01,0,482,"부산 공동어 시장은 5개의 수산업협동조합이 공동으로 운영하고 있다. 우리나라 수산물 위판량의 30/100를 차지하고 있는 이곳은 새벽부터 경매사와 수산물 중도매인들의 열기가 뜨거운 곳이다. 주로 소매상인들이 이용하는 시장으로 횟감을 파는 활어 위판장의 모습을 갖추지 않아 어종이 다양하지 못한 것이 단점이다. 일일 위판능력은 2,800∼3,200톤에 이른다.",051-254-8961,부산광역시 수산업협동조합 등,2019-09-17,3260000,부산광역시 서구,
천마산조각공원,관광지,부산광역시 서구 천마산로 209번길 94,부산광역시 서구 남부민동 산4-13,35.0890398713,129.017478559,16000,화장실,,소운동장 및 각종 체육시설,"산책로, 전망대, 쉼터, 조각작품 등",관리실,,2004-03-01,0,0,하늘에서 말이 내려왔다는 전설의 천마바위와 44점의 아름다운 조각예술작품이 운해의 바다 속에서 그 평화로움을 선보인다.,051-240-3521,부산광역시 서구,2019-09-17,3260000,부산광역시 서구,
구덕운동장,관광지,부산광역시 서구 망양로 57 (씨름체육관 : 서구 꽃마을로 156번길12),부산광역시 서구 서대신동3가 211-1,35.1152639316,129.0144575,71432,화장실,,"주경기장, 야구장, 체육관 등",,관리사무소,,1928-09-01,0,182,1920년 9월 조그만 동물원을 곁에 둔 넓은 빈터로 마을 체육대회 장소로 사용하다 1928년 9월에 부산공설운동장으로 건립되었다가 1982년 사직운동장이 건립되어 그해 6월에 구덕운동장으로 개칭되었다.,051-602-2211,부산광역시 체육관리사업소,2019-09-17,3260000,부산광역시 서구,
임시수도기념관,관광지,부산광역시 서구 임시수도기념로 45,부산광역시 서구 부민동3가 22,35.10374876,129.017595427,0,화장실,,,전시실 등,관리실,,1984-06-25,0,18,"6.25 당시 임시수도로서 국난극복의 역사적 현장을 길이 보전하여,후세에 물려줌으로서 민족사의 암울한 시기를 깨닫게 하고 조국통일과 번영의 산교육장으로 활용하고 있다.",051-244-6345,부산광역시,2019-09-17,3260000,부산광역시 서구,
송도오션파크,관광지,,부산광역시 서구 암남동 135-23번지,35.073303,129.017204,19222.5,"화장실, 주차장",,"운동시설, 해안산책로, 광장",자동차야영장,관리실,,2017-04-17,0,88,"「송도지구 복합해양휴양지 조성사업」일환으로 2017년에 완공된 「송도오션파크」는 관광객 및 주민들의 열린공간인 ''''''''''''''''''''''''''''''''축제의 광장'''''''''''''''''''''''''''''''', 운동시설이 설치되어 있는 ''''''''''''''''''''''''''''''''젊음의 광장'''''''''''''''''''''''''''''''', 자동차야영장으로 운영되는 ''''''''''''''''''''''''''''''''힐링의 광장''''''''''''''''''''''''''''''''으로 조성되어 있고, ''''''''''''''''''''''''''''''''힐링의 광장''''''''''''''''''''''''''''''''은 ''''''''''''''''''''''''''''''''부산송도오토캠핑장''''''''''''''''''''''''''''''''이라는 이름으로 민간사업자가 운영중에 있다.",051-240-4081,부산광역시 서구,2019-09-17,3260000,부산광역시 서구,
벽계야영장,관광지,경상남도 의령군 궁류면 벽계로201 일대,,35.426107,128.208032,56940,"화장실, 주차장, 전기시설, 통신시설, 물놀이장, 공연장",,,,,,2015-08-03,500,90,"주변경관이 수려하며 물놀이장, 공연장, 캠프파이어장을 갖추고 있음",055-570-2514,의령군,2019-07-05,5390000,경상남도 의령군,
한탄강관광지,관광지,경기도 연천군 전곡읍 선사로 76,경기도 연천군 전곡읍 전곡리 696-3,38.0088756353,127.0588600486,312000,관리사무소+화장실+주차장,,,오토캠핑장,,,1977-03-31,7800,392,한탄강이 내려다 보이는 천혜의 위치에 자리잡은 한탄강 관광지,031-839-2061,경기도 연천군청,2019-09-24,4140000,경기도 연천군,
